90500010000ABITANTI                      00001628388611027776
90960160001ABRAMIÈEVA ULICA              00001623093610125189
90610110001ABRAMOVA ULICA                00001621194010110084
90320170001ADAMIÈEVA CESTA               00001618579510094208
90320480001ADAMIÈEVA CESTA               00001618684810095433
90230100001ADAMIÈEVA ULICA               00001618149810090695
90851320001ADAMIÈEVA ULICA               00001622518510120438
90900060001ADAMIÈEVA ULICA               00001622857510123003
90700200001ADAMIÈEVA ULICA               00001625418510147719
90110030001ADAMIÈEVA ULICA               00001617514510085942
90610110003ADAMIÈEVA ULICA               00001620611310110084
90380150001ADAMIÈEVA ULICA               00001618862010097096
90610110002ADAMIÈ-LUNDROVO NABREŽJE      00001620080810110084
91340010000ADAMOVO                       00001629325311027628
90120010000ADERGAS                       00001628491211026630
90170010000ADLEŠIÈI                      00001627167511026699
90310010000ADRIJANCI                     00001629745311026842
90610110004AGROKOMBINATSKA CESTA         00001620422610110084
90700200002AHACLJEVA ULICA               00001625419310147719
91230150001AHLINOVA ULICA                00001621619410112893
91390610001AHTIKOVA ULICA                00001617872110086981
90440010000AJBA                          00001629882411026940
91650010000AJBELJ                        00001628193021427829
90700320001AJDOVA POT                    00001626339710147930
91080020001AJDOVA ULICA                  00001626697310149339
90040020001AJDOVSKA CESTA                00001623449410126568
90010010000AJDOVŠÈINA                    00001008393111026516
90610110005AJDOVŠÈINA                    00001620081610110084
90010000000AJDOVŠÈINA                    00001102651600000000
90840010000AJŠEVICA                      00001629883211027156
91690010015AKACIJEVA ULICA               00002429823010147433
91230150002ALBREHTOVA ULICA              00001621620810112893
90610110006ALEŠEVA ULICA                 00001620612110110084
90700270001ALEŠEVA ULICA                 00001625421510147808
90700200003ALEŠEVA ULICA                 00001625420710147719
90610110007ALEŠOVÈEVA ULICA              00001620613010110084
90610110008ALIÈEVA ULICA                 00001620588510110084
90400040001ALIETOVA ULICA                00001618910310097665
90380150002ALJAŽEV BREG                  00001618863810097096
90030010001ALJAŽEVA CESTA                00001623375710126533
91130870001ALJAŽEVA ULICA                00001624078810133629
90610110009ALJAŽEVA ULICA                00001620614810110084
90700200004ALJAŽEVA ULICA                00001625422310147719
90680350001ALJAŽEVA ULICA                00001784640010091438
90230430001ALJAŽEVA ULICA                00001618412810091993
90720030001ALJAŽEVA ULICA                00001618257510091195
90410070001ALJAŽEVA ULICA                00001619072110097827
91020170001ALJAŽEVA ULICA                00001623477010126878
92080020014ALJAŽEVA ULICA                00001624978510145171
91900380001ALJAŽEVA ULICA                00001625202610147310
90900060002ALMA VIVODA ULICA             00001622858310123003
91020170002ALPSKA CESTA                  00001623488510126878
90030010002ALPSKA CESTA                  00001623444310126533
90120020000AMBROŽ POD KRVAVCEM           00001628493911026630
90610110011AMBROŽEV TRG                  00001620082410110084
90390010000AMBRUS                        00001627656111026915
91230150032AMBRUŽEVA ULICA               00002428275910112893
90610111547AMERIŠKA ULICA                00002419156710110084
91040010000ANDOL                         00001630938911027296
90590210001ANDOVEC                       00001924182310108128
91730010000ANDRAŽ NAD POLZELO            00001632698421428035
90610110012ANDREAŠEVA ULICA              00001620615610110084
90780010000ANDREJCI                      00001629746111027130
91500010000ANDREJÈJE                     00001627029621427659
91530010000ANDRENCI                      00001628925621427683
90610110013ANDRIÆEVA ULICA               00001621548110110084
90851320109ANDRIJANIÈEVA CESTA           00001622679310120438
90440020000ANHOVO                        00001981553611026940
92130010000ANKARAN                       00001010131024063526
92130000000ANKARAN                       00002406352600000000
90500410001ANKARANSKA CESTA              00001632982710101743
90540010000ANOVEC                        00001628613311026982
90700200005ANTOLIÈIÈEVA ULICA            00001625423110147719
91690030001ANTOLIÈIÈEVA ULICA            00001626180710147751
91370080001ANTONOVA ULICA                00001656662410134919
91090440001ANZLOVA GORA                  00002000910110090016
90540020000ANŽE                          00001628614111026982
90960160002ANŽELOVA ULICA                00001623295510125189
90610110014ANŽURJEVA ULICA               00001620423410110084
90450010000APAÈE                         00001630529411027741
91950010000APAÈE                         00001627548421436437
91950000000APAÈE                         00002143643700000000
90290060001APAŠKA CESTA                  00001618471310092752
90610110015APIHOVA ULICA                 00001619784010110084
91190010000APNENIK                       00001630012811027458
91100010000APNENIK PRI BOŠTANJU          00001631034411027369
90540030000APNENIK PRI VELIKEM TRNU      00001628615011026982
90120030000APNO                          00001628494711026630
90700270002APOSTLOVA ULICA               00001626253610147808
90960160003ARBAJTERJEVA ULICA            00001623253010125189
90610110016ARCHINETOVA ULICA             00001620413710110084
91390010000ARCLIN                        00001626906911028080
91390610002ARCLINSKA CESTA               00001617873010086981
91300010000ARÈELCA                       00001632289011027580
92010040001ARÈONI                        00001979881010117992
90540040000ARDRO POD VELIKIM TRNOM       00001628616811026982
90540050000ARDRO PRI RAKI                00001628617611026982
91080160001AREŠKA CESTA                  00001626582910149193
90610111533ARGENTINSKA ULICA             00002416946410110084
90610110017ARHARJEVA CESTA               00001620797710110084
90710090001ARHARJEVA ULICA               00001621035810110688
91900010000ARJA VAS                      00001632699221428124
90500060001ARJOL                         00001619489110101352
90610110018ARKOVA ULICA                  00001620798510110084
90360090001ARKOVA ULICA                  00001618801810096405
90540060000ARMEŠKO                       00001628618411026982
91330010000ARNAÈE                        00001632554611027610
90610110019ARNIÈEVA ULICA                00001620589310110084
91900380002ARNIÈEVA ULICA                00001625203410147310
90960160190ARNIÈEVA ULICA                00001623303010125189
90090010000ARNOVO SELO                   00001626790211026605
90960160004ARNUŠEVA ULICA                00001623094410125189
90610110020ARTAÈEVA ULICA                00001620799310110084
90090020000ARTIÈE                        00001626792911026605
90390020000ARTIŽA VAS                    00001627657011026915
91300020000ARTMANJA VAS                  00001632290311027580
91100020000ARTO                          00001631035211027369
90350010000ARTVIŽE                       00001631171511027709
90900070001ARZE                          00001622942310123011
91240660001AŠKERÈEV TRG                  00001634099510139945
90570290001AŠKERÈEV TRG                  00001545248010106150
90570550001AŠKERÈEVA CESTA               00001611468510106494
91330240001AŠKERÈEVA CESTA               00001624803710144965
90610110021AŠKERÈEVA CESTA               00001620083210110084
91260090001AŠKERÈEVA CESTA               00001624774010144949
90320480002AŠKERÈEVA CESTA               00001618685610095433
90230070001AŠKERÈEVA ULICA               00001618040810090636
91130210001AŠKERÈEVA ULICA               00001623964010132908
90110030002AŠKERÈEVA ULICA               00001617515310085942
90851320002AŠKERÈEVA ULICA               00001622650510120438
90960160005AŠKERÈEVA ULICA               00001623095210125189
90800060001AŠKERÈEVA ULICA               00001622050710116368
90630340001AŠKERÈEVA ULICA               00001621711510113580
90900060003AŠKERÈEVA ULICA               00001622859110123003
90540850001AŠKERÈEVA ULICA               00001545119010104653
91900380003AŠKERÈEVA ULICA               00001625176310147310
90790090001AŠKERÈEVA ULICA               00001621902910115094
90430230001AŠKERÈEVA ULICA               00001619190610098319
90230100002AŠKERÈEVA ULICA               00001618067010090695
91130220001AŠKERÈEVA ULICA               00001623975510132916
91060240001AŠKERÈEVA ULICA               00001624454610139619
90400040002AŠKERÈEVA ULICA               00001618911110097665
90700200006AŠKERÈEVA ULICA               00001625424010147719
91200920001AŠKERÈEVA ULICA               00001624351510135982
90090120001AŠKERÈEVA ULICA               00001617373810084784
91140360001AŠKERÈEVA ULICA               00001624206310134692
91130870002AŠKERÈEVA ULICA               00001624120210133629
91080160002AŠKERÈEVA ULICA               00001626656610149193
90300040001ATTEMSOV TRG                  00001621873110114918
91110010000AVBER                         00001631172311027377
90440030000AVÈE                          00001629886711026940
90610110022AVÈINOVA ULICA                00001620072710110084
90590080001AVÉG                          00001924138610107903
90610110023AVGUSTINÈIÈEVA ULICA          00001620424210110084
91970010000AVGUŠTINE                     00001628619221436453
90460010000AVSA                          00001632146011026958
90610110024AVSEÈEVA ULICA                00001620426910110084
90610111557AVSTRIJSKA ULICA              00002421416810110084
90610110025AVŠIÈEVA CESTA                00001620011510110084
90851320003AVŠIÈEVA ULICA                00001622651310120438
90440090001AVŠKO                         00001622212710117496
90700200699AVTOMOBILSKA ULICA            00002400012510147719
90610110026AŽBETOVA ULICA                00001621195810110084
90700200007AŽBETOVA ULICA                00001625425810147719
90290020000AŽENSKI VRH                   00001627549211026826
90610110027AŽMANOVA ULICA                00001621587210110084
91690030002BABIÈEVA ULICA                00001626181510147751
90610111524BABIÈEVA ULICA                00002400179210110084
90500030000BABIÈI                        00001628389411027776
90630010000BABINCI                       00001629523011027857
90630340002BABINSKA CESTA                00001621715810113580
91240010000BABNA BRDA                    00001631940611027512
91300030000BABNA GORA                    00001632291111027580
91240020000BABNA GORA                    00001631941411027512
90210010000BABNA GORA                    00001629326111026745
90650020000BABNA POLICA                  00001627030011027865
91240030000BABNA REKA                    00001631942211027512
90520010000BABNI VRT                     00001628495511027784
90700200008BABNIKOVA ULICA               00001625426610147719
90110030003BABNO                         00001617761010085942
90650030000BABNO POLJE                   00001627031811027865
91230090001BABNOGORIŠKA CESTA            00001621176110111943
91230090002BABŠKOVA POT                  00001621177010111943
90380010000BAÈ                           00001627968411027717
90350020000BAÈ PRI MATERIJI              00001631173111027709
91280010000BAÈA PRI MODREJU              00001632147811027563
91280020000BAÈA PRI PODBRDU              00001632148611027563
90270010000BAÈNE                         00001631745411026800
90600650001BADJUROVA ULICA               00001323167210108969
90610111525BADJUROVA ULICA               00002400181410110084
90110030004BADOVINÈEVA ULICA             00001617516110085942
90730370001BADOVINÈEVA ULICA             00001621832410114578
90570290002BADOVINÈEVA ULICA             00001545270610106150
90851320004BAJÈEVA ULICA                 00001622652110120438
90440180001BAJTI                         00001622390510118263
90610110028BAJTOVA ULICA                 00001621196610110084
90800010000BAKOVCI                       00001011552311027148
90430230002BAKOVNIK                      00001619273210098319
90430230003BAKOVNIŠKA ULICA              00001619191410098319
90800060002BAKOVSKA ULICA                00001622051510116368
90390030000BAKRC                         00001627658811026915
90720030002BALANTIÈEVA ULICA             00001618243510091195
90700200009BALAŠEVA ULICA                00001625427410147719
90610110029BALINARSKA POT                00001620593110110084
90170020000BALKOVCI                      00001627168311026699
91310300001BALOS                         00001624764210144523
91340020000BANE                          00001629327011027628
90590170025BÁNFFYJEV TRG                 00001923667610108055
90370050001BANIJA                        00002398740610111692
91650020000BANJA LOKA                    00001628194821427829
90840030000BANJŠICE                      00001629887511027156
90590040001BANOV BREG                    00001924563210107857
91880010000BANOVCI                       00001629524821427977
91880030001BANOVSKA CESTA                00001621718210113873
90700200010BANTANOVA ULICA               00001625428210147719
90590010000BANUTA                        00001629009211027822
91301880001BARAGOV TRG                   00001624666210143861
90520140167BARAGOV TRG                   00001650630310102774
91930500001BARAGOVA CESTA                00001622740410121990
90610110010BARAGOVA ULICA                00001619958310110084
90720030003BARAGOVA ULICA                00001618272910091195
90070010000BARBANA                       00001629888311026583
90400010000BAREDI                        00001628035611026923
91350010000BARISLOVCI                    00001630530811028063
90500040000BARIZONI                      00001628390811027776
92080020001BARJANSKA CESTA               00001624964510145171
90610110030BARJANSKA CESTA               00001621245810110084
90370050002BARJANSKA ULICA               00002398742210111692
90840260001BARJE                         00001622271210117801
90190010000BARKA                         00001631174011026729
90710090002BARLETOVA CESTA               00001621036610110688
91940440001BARTLOVA ULICA                00001619764510109663
90610110031BARVARSKA STEZA               00001620085910110084
90500410002BARVARSKA ULICA               00001619497210101743
90700200011BARVARSKA ULICA               00001625430410147719
90950010000BAŠELJ                        00001628496311027237
90700200012BAŠEVA ULICA                  00001625431210147719
90840040000BATE                          00001629889111027156
90010020000BATUJE                        00001626721011026516
90700200013BAUKARTOVA ULICA              00001625433910147719
91340030000BAVDEK                        00001629328811027628
90610110032BAVDKOVA ULICA                00001620316510110084
90520140001BAVDKOVA ULICA                00001319516110102774
90060010000BAVŠICA                       00001632149411026575
90610110033BAZNIKOVA ULICA               00001621504010110084
90350140001BAZOVIŠKA CESTA               00001623802310131146
90380150003BAZOVIŠKA CESTA               00001618864610097096
91110480001BAZOVIŠKA CESTA               00001623815510131855
90500410003BAZOVIŠKA ULICA               00001619499910101743
90840260002BAZOVIŠKA ULICA               00001622273910117801
90900020001BAZOVIŠKA ULICA               00001622846010122961
90700200014BAZOVIŠKA ULICA               00001625434710147719
90610110034BAZOVIŠKA ULICA               00001620317310110084
90400040003BAZOVIŠKA ULICA               00001618912010097665
90430230004BAZOVIŠKA ULICA               00001619192210098319
91130870003BAZOVIŠKA ULICA               00001624079610133629
91280600001BAZOVIŠKA ULICA               00001624545310141478
91020340001BAZOVIŠKA ULICA               00001623509110127157
90360090002BAZOVIŠKA ULICA               00001618789510096405
90610110035BEBLERJEV TRG                 00001620412910110084
91360180001BEBLERJEVA ULICA              00001617326610084482
90500410004BEBLERJEVA ULICA              00001619681910101743
90360090003BEBLERJEVA ULICA              00001618832810096405
90700200015BEBLOVA ULICA                 00001625435510147719
90130010000BEÈ                           00001627032611026648
90130020000BEÈAJE                        00001627033411026648
90710090003BEÈANOVA ULICA                00001621037410110688
90170030000BEDENJ                        00001627169111026699
91470170001BEDRIH                        00001624403110138256
90610110036BEETHOVNOVA ULICA             00001620086710110084
90700270003BEGOVA ULICA                  00001625437110147808
90700200016BEGOVA ULICA                  00001625436310147719
91020010000BEGUNJE NA GORENJSKEM         00001630796311027270
90130030000BEGUNJE PRI CERKNICI          00001627034211026648
91310010001BEGUNJSKA CESTA               00001624712010144213
91020170003BEGUNJSKA CESTA               00001623478810126878
90520140002BEGUNJSKA ULICA               00001247863110102774
90350030000BEKA                          00001631175811027709
90010030000BELA                          00001626722811026516
90430010000BELA                          00001628073911027733
92060010000BELA CERKEV                   00001630013621433683
90430020000BELA PEÈ                      00001628074711027733
90800120003BELA ULICA                    00001946682519466779
90610110037BELAÈEVA ULICA                00001620801910110084
90700200017BELAÈEVA ULICA                00001625438010147719
91390610003BELAKOVA ULICA                00001617874810086981
91350020000BELAVŠEK                      00001630531611028063
90530010000BELCA                         00001628043711027792
90170040000BELÈJI VRH                    00001627170511026699
91260010000BELE VODE                     00001632555411027547
91170080001BELEHARJEVA CESTA             00001506953810103371
91990010000BELI GRIÈ                     00001632292021436470
91390020000BELI POTOK PRI FRANKOLOVEM    00001626907711028080
91240040000BELI POTOK PRI LEMBERGU       00001631944911027512
90210020000BELICA                        00001629329611026745
90880010000BELICA                        00001628195611027989
91780050001BELINGERJEVA ULICA            00001626695710149215
90610110038BELJAŠKA ULICA                00001620616410110084
91240050000BELO                          00001631945711027512
90710010000BELO                          00001629330011027890
90070020000BELO                          00001629890511026583
90851320005BELOKRANJSKA CESTA            00001622600910120438
90170140001BELOKRANJSKA CESTA            00001617972810088828
90610110039BELOKRANJSKA ULICA            00001619785810110084
90700200018BELOKRANJSKA ULICA            00001625439810147719
90900070002BELOKRIŠKA CESTA              00001622943110123011
90700200019BELORUSKA ULICA               00001625440110147719
90570010000BELOVO                        00001628811011027814
90950100001BELSKA CESTA                  00001428119310103134
91430010000BELSKI VRH                    00001630532411028101
90940010000BELSKO                        00001630456511027229
91750010000BELŠAK                        00001630896021428043
90960160006BELŠAKOVA ULICA               00001623294710125189
91300050000BELŠINJA VAS                  00001632293811027580
90020000000BELTINCI                      00001102652400000000
90020010000BELTINCI                      00001011553111026524
90500410005BELVEDER                      00001619561810101743
90500050000BELVEDUR                      00001628391611027776
91110480002BENÈIÈEVA ULICA               00001623816310131855
90500410006BENÈIÈEVA ULICA               00001619682710101743
91300060000BENEÈIJA                      00001632294611027580
90520190001BENEDIÈIÈEVA POT              00001408305710102901
90520140003BENEDIKOVA ULICA              00001247864010102774
91480010000BENEDIKT                      00001010694021427624
91480000000BENEDIKT                      00002142762400000000
91670030001BENEDIKTINSKA POT             00001626555110149142
91480010002BENEDIŠKI VRH                 00001900287010106940
91500020000BENETE                        00001627036921427659
90590020000BENICA                        00001629010611027822
91200920059BENJAMINOVA ULICA             00001668906810135982
90700200020BENKOVA ULICA                 00001625441010147719
90700200021BEOGRAJSKA ULICA              00001625442810147719
90700200022BERANIÈEVA ULICA              00001625443610147719
92020040001BERCETOVA ULICA               00001622807910122708
90730370002BERÈICE                       00001621812010114578
90610110040BERÈIÈEVA ULICA               00001620428510110084
90610110041BERÈONOVA POT                 00001620429310110084
90610110042BERDAJSOVA ULICA              00001620777210110084
90730010000BEREÈA VAS                    00001629618011027903
90710090004BERGANTOVA CESTA              00001621038210110688
91860010001BERGANTOVA ULICA              00001618385710091900
90700200023BERGANTOVA ULICA              00001625444410147719
90610111514BERGANTOVA ULICA              00001843724410110084
90700200024BERGLESOVA ULICA              00001625445210147719
90220010000BERIÈEVO                      00001629219211026753
91350030000BERINJAK                      00001630533211028063
90601630000BERINJEK                      00001636680311027024
90780020000BERKOVCI                      00001629747011027130
91660010000BERKOVCI                      00001629525621427837
91660020000BERKOVSKI PRELOGI             00001629526421427837
