32048258;184;1378;11026826;1;1;1;0;0;1228;2011;170936,28;575790,19;;;1219;1623;1623;1623;
35351760;188;600;11026826;0;0;0;0;0;1228;2012;168020,47;573336,02;;;;;;;
32300453;184;1393;11026826;1;2;1;0;0;1228;1974;170521,87;576165,31;;;1216;1622;1622;1622;
23259422;192;5;11026826;1;1;1;0;0;1228;1900;169141,01;569458,58;1978;1980;1216;1622;1622;1623;1623
23262370;186;112;11026826;0;1;1;0;1;1228;1995;169282,63;577588,68;;;1220;1622;1622;1623;
23259497;192;25;11026826;0;1;1;0;0;1228;2005;169587,6;571802,69;;;1219;1623;1622;1623;
23279455;193;616;11026826;0;3;2;1;0;1228;1979;167114,46;572316,05;2002;;1216;1622;1622;1623;
23262347;184;1124;11026826;0;1;1;0;0;1228;1968;170149,52;576648,75;;;1216;1623;1623;1623;
23262378;187;194;11026826;0;1;1;0;0;1228;1890;169330,66;576521,1;;;1216;1622;1622;1623;
23260259;189;54;11026826;1;2;1;1;0;1228;2013;171379,77;574218,57;;;1216;1622;1622;1623;
23260979;188;297;11026826;0;2;2;0;0;1228;1976;169685,9;575404,19;;;1216;1623;1623;1623;
23260980;188;298;11026826;0;2;1;0;0;1228;1850;169664,46;575403,39;1966;1966;1216;1623;1623;1623;
23279463;193;624;11026826;0;1;1;0;0;1228;1992;167057,27;572476,78;;;1216;1623;1622;1623;
23262318;184;1112;11026826;0;1;1;0;0;1228;1964;169611,03;576600,15;;;1219;1623;1623;1623;
23262322;187;190;11026826;0;1;1;0;0;1228;1986;169550,1;576621,11;;;1216;1623;1623;1623;
23262336;184;1120;11026826;0;1;1;0;0;1228;1850;169830,27;577017,49;;;1219;1623;1623;1623;
23262481;184;1226;11026826;0;1;1;0;0;1228;2000;170315,94;576713,81;;;1219;1622;1622;1623;
23262489;184;1234;11026826;0;2;2;1;0;1228;1980;170297,19;576531,55;2002;;1216;1622;1622;1622;
23261548;184;555;11026826;0;2;1;1;1;1228;1953;171152,78;576177,68;2002;;1216;1622;1622;1622;
23260243;189;38;11026826;1;2;1;2;0;1228;1943;171294,45;573930,87;1995;2001;1216;1622;1622;1623;
23261957;184;849;11026826;0;1;1;0;6;1228;1977;170795,9;576104,56;;;1216;1622;1623;1623;
23261593;184;600;11026826;0;3;2;2;0;1228;1950;171145,52;576247,08;1997;2006;1216;1623;1622;1622;
23260299;189;86;11026826;0;1;1;0;0;1228;1961;171011,95;574015,38;;;1217;1622;1622;1623;
23279341;192;156;11026826;0;1;1;0;0;1228;1992;168823,67;572038,79;;;1219;1623;1623;1623;
23260508;188;175;11026826;0;1;1;0;0;1228;1992;170003,37;574600,06;;;1219;1623;1623;1623;
23261772;184;766;11026826;0;3;2;1;0;1228;1951;169771,09;576276,29;1998;2000;1216;1622;1622;1622;
23261779;184;773;11026826;0;4;1;1;0;1228;1973;169712,25;576192,18;1997;;1216;1622;1622;1623;
23279816;187;366;11026826;0;1;1;0;0;1228;1975;168962,77;576311,18;;;1216;1623;1623;1623;
23261336;188;371;11026826;0;1;1;0;0;1228;1976;169698,01;575856,78;;;1219;1623;1623;1623;
23279359;192;171;11026826;0;3;2;1;0;1228;1986;168636,49;572265,52;;;1222;1623;1622;1623;
23261644;184;651;11026826;0;1;1;0;2;1228;1984;171289,07;576163,96;;;1219;1623;1623;1623;
23261668;184;675;11026826;0;1;1;0;1;1228;1980;171292,42;576380,92;;;1216;1622;1622;1622;
23260981;188;299;11026826;0;2;1;1;0;1228;1850;169652,91;575406,64;1966;1966;1216;1623;1622;1623;
23260989;188;307;11026826;0;1;1;0;0;1228;1990;169600,04;575538,19;;;1219;1623;1623;1623;
23262027;184;919;11026826;0;3;1;0;1;1231;1950;170896,82;576136,46;2005;;1216;1622;1622;1622;
23262192;186;12;11026826;0;1;1;0;1;1228;1995;169276,49;577571,87;;;1220;1623;1623;1623;
23262217;184;1061;11026826;0;1;1;0;0;1228;1965;170148,12;576590,29;;;1216;1623;1622;1623;
23262233;186;38;11026826;0;1;1;0;1;1228;1995;169204,78;577920,01;;;1223;1623;1623;1623;
23260311;190;207;11026826;0;2;1;0;0;1228;1962;170636,6;573551,63;;;1216;1622;1622;1623;
23260315;190;211;11026826;0;2;1;1;0;1228;1986;170678,81;573611,49;;;1216;1622;1622;1623;
23260172;188;7;11026826;0;3;2;1;0;1228;1986;169830,88;573477,47;;;1216;1623;1622;1623;
23260173;188;8;11026826;0;1;1;0;0;1228;1990;169824,68;573468,98;;;1216;1623;1623;1623;
23260174;188;9;11026826;0;1;1;0;0;1228;1986;169821,61;573484,93;;;1219;1623;1623;1623;
23260106;190;136;11026826;0;2;1;1;0;1228;1993;170170,47;573195,36;;;1216;1622;1622;1623;
23262137;184;1027;11026826;1;5;1;74;1;1231;1988;171004;576519;;;1216;1622;1622;1622;
23260911;189;290;11026826;0;1;1;0;0;1228;1950;170595,67;575578,61;;;1219;1623;1623;1623;
23279801;196;82;11026826;0;1;1;1;0;1228;1830;167480,08;575670,22;1995;;1216;1622;1622;1623;
23261457;184;464;11026826;0;3;2;1;0;1228;1963;171174,48;575830,92;;;1216;1623;1622;1622;
23279591;187;586;11026826;0;1;1;0;0;1228;1963;168054,34;575212,84;;;1216;1623;1623;1623;
23260074;190;104;11026826;0;2;1;1;0;1228;1997;170202,41;573127,74;;;1216;1622;1622;1623;
23260079;190;109;11026826;0;1;1;0;0;1228;1968;170258,31;573204,74;;;1216;1623;1622;1623;
23261563;184;570;11026826;1;1;1;0;0;1228;1976;171039,21;576156,34;1996;2011;1217;1622;1622;1622;1622
23261542;184;549;11026826;1;4;1;6;0;1228;1960;171203,76;576148,79;;;1223;1622;1622;1622;
23261550;184;557;11026826;0;3;2;1;0;1228;1961;171093,83;576179,54;2000;;1216;1622;1622;1622;
23260231;189;26;11026826;0;1;1;0;0;1228;1933;171210,42;573696,84;;;1219;1623;1623;1623;
23260237;189;32;11026826;0;1;1;0;0;1228;1850;171289,48;573708,57;;;1220;1622;1623;1623;
23261576;184;583;11026826;0;3;2;1;0;1228;1980;171051,37;576265,19;;;1216;1622;1622;1622;
23260246;189;41;11026826;0;1;1;0;0;1228;1968;171348,96;573928,85;;;1217;1623;1623;1623;
23260247;189;42;11026826;0;1;1;0;0;1228;1968;171393,45;573923,79;;;1216;1623;1623;1623;
23262428;184;1173;11026826;0;1;1;0;0;1228;1979;170655,22;576593,24;;;1216;1622;1622;1622;
23261453;184;460;11026826;1;3;1;3;3;1228;1900;171204,76;575951,08;1980;1980;1216;1622;1622;1622;
23262457;184;1202;11026826;0;1;1;0;0;1228;1976;170481,43;576615,84;;;1219;1622;1622;1623;
23260933;189;312;11026826;0;1;1;0;0;1228;1965;170351,35;575609,68;;;1216;1623;1623;1623;
23260951;188;269;11026826;0;1;1;0;0;1228;1963;170130,89;575533,12;;;1216;1623;1623;1623;
23260691;189;185;11026826;0;1;1;0;0;1228;1907;171279,2;574761,9;;;1216;1622;1622;1623;
23260696;189;190;11026826;0;2;1;1;0;1228;1827;171296,32;574815,96;;;1216;1623;1623;1623;
23260444;188;130;11026826;0;1;1;0;0;1228;1920;169369,65;573992,76;1975;;1216;1623;1623;1623;
23260477;188;163;11026826;0;2;2;1;0;1228;1850;169020,28;574143,53;;2005;1218;1622;1622;1623;
23260271;189;66;11026826;0;1;1;0;0;1228;1961;171071,14;574096,31;1979;;1216;1622;1622;1623;
23260278;189;73;11026826;0;2;1;0;0;1228;1961;171111,12;574016,05;1980;;1216;1622;1622;1623;
23260288;189;83;11026826;0;2;1;0;0;1228;1961;171224,93;574178,85;1992;;1216;1622;1622;1623;
23261626;184;633;11026826;0;1;1;0;0;1228;1962;169813,09;576249,39;;;1219;1623;1623;1623;
23261604;184;611;11026826;0;1;1;0;0;1228;1957;171155,32;576300,53;;;1219;1623;1623;1623;
23261605;184;612;11026826;0;1;1;0;0;1228;1975;171193,98;576314,45;;;1219;1623;1623;1623;
23261621;184;628;11026826;0;2;1;1;0;1230;1955;171249,27;576206,75;2005;;1216;1622;1622;1622;
23261637;184;644;11026826;0;1;1;0;0;1228;1981;171301;576265,94;2000;;1217;1623;1622;1623;
23260496;188;168;11026826;0;2;2;1;0;1228;1894;169410,56;574185,18;1974;1980;1216;1622;1622;1623;
23260504;188;171;11026826;0;1;1;0;0;4020;1850;170081,44;574599,77;;;1218;1622;1622;1623;
23260499;189;118;11026826;0;2;1;0;0;1228;1961;171236,73;574219,69;1992;;1216;1622;1622;1623;
23260705;189;199;11026826;0;1;1;0;0;1228;1982;170784,51;574425,46;;;1220;1623;1622;1623;
23260130;190;160;11026826;0;2;1;1;0;1228;1850;169982,85;572759,02;1970;1973;1216;1622;1622;1623;
23260849;184;119;11026826;0;2;1;1;0;1228;1968;171091,55;575530,46;1993;;1222;1622;1622;1622;
23261778;184;772;11026826;0;3;2;1;0;1228;1975;169714,65;576171,16;1998;;1216;1622;1622;1623;
23260635;189;129;11026826;0;3;2;1;0;1228;1982;171358,1;574284,47;;;1216;1622;1622;1623;
23260638;189;132;11026826;0;1;1;0;0;1228;1985;171216,82;574269,72;;;1221;1623;1622;1623;
23279549;187;227;11026826;0;2;1;1;0;1228;1998;168577,6;575107,7;;;1216;1622;1622;1623;
23260268;189;63;11026826;0;2;1;0;0;1228;1961;171084,51;574141,55;;;1216;1622;1622;1623;
23261672;184;679;11026826;0;1;1;0;0;1228;1990;171337,8;576071,26;;;1219;1623;1623;1623;
23261747;184;751;11026826;0;2;2;1;0;1228;1960;169858,81;576271,21;;2016;1216;1622;1622;1622;
23260613;184;39;11026826;0;3;2;1;1;1228;1977;171266,92;575724,43;1993;;1216;1622;1622;1622;
23260620;184;46;11026826;0;2;1;1;0;1228;1960;171353,36;575533,68;;;1216;1622;1622;1622;
23260622;184;48;11026826;0;3;2;1;0;1228;1962;171358,84;575563,94;1994;1996;1216;1622;1622;1622;
